name|pa|ab|h|hr|r|rbi|sb|so|bb|hbp|sf|x1b|x2b|x3b
Andrew McCutchen|15|14|6|1|3|4|0|4|1|0|0|3|2|0
Dominic Canzone|17|15|5|2|5|3|1|2|1|1|0|2|1|0
Dominic Smith|18|16|6|2|6|5|0|3|2|0|0|4|0|0
Chase DeLauter|23|22|6|4|5|5|0|7|1|0|0|2|0|0
Josh Bell|25|18|4|2|7|5|0|8|5|1|1|0|2|0
Jesus Sanchez|20|16|6|1|4|4|0|2|2|2|0|5|0|0
Jonathan Aranda|29|23|7|2|4|5|0|5|5|0|1|4|1|0
Mike Trout|33|23|6|2|6|3|2|8|10|0|0|4|0|0
Otto Lopez|25|22|7|1|5|2|1|3|2|1|0|4|1|1
Owen Caissie|23|20|7|1|3|8|1|6|2|0|1|4|2|0
Jake Burger|27|26|9|2|5|6|0|11|0|1|0|6|1|0
Daylen Lile|29|27|11|0|6|3|0|4|2|0|0|8|3|0
Colt Keith|24|22|8|0|4|2|0|6|2|0|0|4|4|0
Jordan Lawlar|20|18|6|1|3|2|1|6|1|1|0|4|1|0
Max Muncy|18|14|4|1|3|1|0|5|4|0|0|3|0|0
Matt Olson|30|28|9|1|5|5|0|10|2|0|0|4|4|0
Nick Fortes|21|20|7|1|2|4|0|2|1|0|0|5|1|0
Adley Rutschman|17|14|4|0|1|1|0|2|3|0|0|1|3|0
Nolan Schanuel|29|25|7|2|3|5|0|4|4|0|0|5|0|0
Zach Neto|33|26|6|2|7|3|1|7|7|0|0|3|1|0
Juan Soto|33|30|10|1|3|5|0|6|3|0|0|7|2|0
Cole Young|26|25|8|1|4|4|0|8|1|0|0|5|2|0
Luis Robert Jr.|28|22|6|1|3|5|0|5|6|0|0|5|0|0
Carlos Correa|30|27|8|1|5|7|0|3|3|0|0|6|1|0
Cody Bellinger|25|21|6|0|5|0|2|4|4|0|0|5|0|1
Randy Arozarena|30|24|6|0|7|2|1|3|5|1|0|3|3|0
JJ Wetherholt|28|25|7|1|6|4|1|5|2|0|1|6|0|0
Daniel Susac|4|3|3|0|0|0|0|0|1|0|0|3|0|0
Rafael Marchan|4|3|1|1|1|2|0|0|0|1|0|0|0|0
Leody Taveras|5|3|2|0|1|2|0|1|2|0|0|1|1|0
Myles Straw|5|5|4|0|3|0|0|0|0|0|0|4|0|0
Miguel Amaya|9|8|3|1|3|2|0|1|1|0|0|2|0|0
Luke Raley|19|18|5|3|3|6|0|6|1|0|0|2|0|0
Christian Vazquez|9|7|2|1|2|3|0|2|1|0|0|1|0|0
Jonny DeLuca|15|14|5|1|4|4|0|2|1|0|0|3|1|0
Oneil Cruz|24|23|7|3|7|6|0|10|1|0|0|4|0|0
Christian Yelich|23|21|8|1|5|7|1|7|2|0|0|7|0|0
Dillon Dingler|18|16|5|1|2|5|0|5|1|1|0|3|1|0
Ian Happ|28|24|5|3|5|5|0|9|4|0|0|1|1|0
Royce Lewis|21|19|4|2|5|3|1|8|1|1|0|0|2|0
Justin Crawford|18|17|7|0|3|1|0|4|1|0|0|6|1|0
Christian Walker|28|25|8|0|3|7|0|5|3|0|0|3|5|0
Brandon Lockridge|16|15|6|0|4|3|1|2|1|0|0|5|1|0
Jordan Walker|22|19|5|1|6|3|0|5|3|0|0|2|2|0
Xavier Edwards|24|22|9|0|6|0|1|3|1|0|0|8|1|0
Francisco Alvarez|20|16|4|1|3|1|0|4|2|1|0|2|1|0
Brandon Marsh|22|20|7|0|2|2|1|3|2|0|0|5|2|0
Mike Yastrzemski|24|21|6|0|2|3|0|3|3|0|0|3|2|1
Jake Bauers|23|22|6|2|6|4|2|6|1|0|0|4|0|0
Jac Caglianone|20|18|6|0|3|0|0|5|1|1|0|4|2|0
Oswald Peraza|23|21|6|1|2|2|1|9|2|0|0|4|1|0
Danny Jansen|17|17|5|1|2|4|0|4|0|0|0|3|1|0
Miguel Vargas|23|19|5|1|4|6|1|7|2|1|1|3|1|0
Pete Alonso|26|23|7|1|3|2|0|7|3|0|0|6|0|0
Tristan Peters|17|15|5|0|1|0|1|6|2|0|0|4|1|0
Taylor Ward|28|24|8|0|2|4|0|5|3|0|1|6|2|0
Michael Busch|26|21|6|0|5|1|0|3|5|0|0|4|2|0
J.T. Realmuto|20|15|3|1|2|1|0|5|3|2|0|2|0|0
Nolan Gorman|22|21|5|2|3|6|0|5|1|0|0|3|0|0
Joey Loperfido|17|16|5|0|2|1|1|3|1|0|0|3|2|0
Vladimir Guerrero Jr.|27|20|6|0|2|2|0|1|6|1|0|6|0|0
Ezequiel Tovar|27|27|8|1|3|5|1|7|0|0|0|5|2|0
Garrett Mitchell|18|14|4|0|3|5|3|7|3|0|0|3|1|0
William Contreras|27|23|5|1|4|5|0|4|4|0|0|2|2|0
Jacob Young|15|14|3|1|2|2|1|3|1|0|0|1|1|0
Nick Gonzales|28|27|9|0|4|5|1|6|1|0|0|7|2|0
Ernie Clement|25|25|8|0|1|2|0|1|0|0|0|5|3|0
Isaac Paredes|26|22|5|0|4|5|0|6|2|2|0|1|4|0
Victor Scott II|22|20|7|0|3|0|2|7|0|0|0|6|1|0
Evan Carter|19|16|4|0|3|0|0|4|3|0|0|2|2|0
Joey Ortiz|20|18|6|0|5|3|2|4|2|0|0|6|0|0
Francisco Lindor|33|23|3|0|5|0|0|4|9|1|0|1|0|2
Fernando Tatis Jr.|25|21|5|0|2|2|2|5|4|0|0|4|1|0
Gleyber Torres|27|20|4|0|4|0|0|5|7|0|0|4|0|0
Pete Crow-Armstrong|26|23|6|0|4|3|2|8|2|0|0|6|0|0
Bobby Witt Jr.|24|22|6|0|1|2|2|4|1|0|1|6|0|0
Deyvison De Los Santos|2|2|1|0|0|0|0|0|0|0|0|0|1|0
Braxton Fulford|5|5|2|1|2|2|0|2|0|0|0|1|0|0
Austin Hedges|4|4|2|0|2|0|0|1|0|0|0|1|1|0
Jorge Mateo|4|4|1|1|2|2|0|1|0|0|0|0|0|0
Mark Vientos|9|9|3|1|1|1|0|2|0|0|0|1|1|0
Alex Freeland|9|8|2|1|2|1|0|2|1|0|0|0|1|0
Davis Schneider|7|7|2|1|1|3|0|2|0|0|0|1|0|0
Jorge Barrosa|6|6|2|0|1|0|0|2|0|0|0|0|2|0
Trevor Larnach|8|6|2|0|2|1|0|1|2|0|0|1|1|0
Troy Johnston|16|15|5|1|1|3|0|4|0|0|0|3|1|0
Tyler Heineman|8|7|3|0|3|0|0|1|1|0|0|3|0|0
Brady House|25|23|8|1|5|3|0|7|2|0|0|6|1|0
Ezequiel Duran|11|11|3|1|2|3|0|3|0|0|0|1|1|0
Carlos Narvaez|10|9|4|0|1|0|0|3|0|0|0|4|0|0
Paul Goldschmidt|9|9|2|1|2|3|0|2|0|0|0|0|1|0
Adolis Garcia|24|22|7|1|2|3|0|5|1|0|1|4|2|0
Rhys Hoskins|18|14|4|0|1|1|0|6|4|0|0|2|2|0
Kody Clemens|14|12|3|1|2|2|1|4|2|0|0|2|0|0
Tristan Gray|10|9|3|0|0|3|0|4|1|0|0|2|1|0
Kyle Schwarber|27|22|4|2|2|4|0|10|3|2|0|1|1|0
Miguel Rojas|11|11|4|0|1|0|0|2|0|0|0|3|1|0
Colton Cowser|16|12|4|0|4|1|0|2|2|0|1|3|1|0
Everson Pereira|17|16|4|1|3|1|0|7|1|0|0|2|1|0
Geraldo Perdomo|27|24|6|1|2|2|1|2|3|0|0|3|2|0
Manny Machado|24|19|5|0|3|0|0|5|5|0|0|3|2|0
Alex Bregman|28|24|5|2|2|3|0|2|4|0|0|3|0|0
Chase Meidroth|21|18|4|1|2|1|0|5|3|0|0|2|1|0
Jorbit Vivas|10|8|3|0|2|1|0|1|1|0|1|3|0|0
Austin Martin|16|11|3|0|0|2|1|3|4|1|0|3|0|0
Luis Arraez|30|28|9|0|3|2|2|3|1|0|1|7|1|1
Elly De La Cruz|27|24|5|2|3|2|0|10|3|0|0|3|0|0
Ozzie Albies|30|27|7|1|5|2|0|3|3|0|0|6|0|0
Will Smith|20|20|4|2|3|5|0|5|0|0|0|2|0|0
Casey Schmitt|25|22|6|0|0|2|1|6|1|2|0|5|1|0
Jackson Merrill|25|23|5|1|4|4|0|5|2|0|0|3|1|0
Matt Chapman|30|27|6|1|4|3|0|6|3|0|0|4|1|0
Sam Haggerty|6|6|2|0|1|0|0|2|0|0|0|2|0|0
Austin Riley|28|24|6|0|2|2|0|6|4|0|0|5|1|0
Sal Frelick|26|21|3|1|3|2|0|5|4|1|0|1|1|0
Ryan Jeffers|17|14|3|0|2|0|0|5|3|0|0|2|1|0
Steven Kwan|30|27|7|0|2|2|1|3|3|0|0|6|1|0
Yoan Moncada|27|21|3|1|2|2|0|7|5|1|0|2|0|0
Ceddanne Rafaela|20|19|4|1|2|2|0|4|0|1|0|3|0|0
Freddie Freeman|25|24|5|1|2|3|0|1|1|0|0|3|1|0
Graham Pauley|14|13|3|0|1|1|0|5|0|0|0|1|2|0
Daniel Schneemann|18|18|4|0|2|2|1|4|0|0|0|1|3|0
Brayan Rocchio|25|20|4|0|3|3|0|3|3|2|0|3|1|0
Nick Yorke|15|10|2|0|0|1|0|2|4|0|1|2|0|0
Willy Adames|29|28|6|1|2|2|0|11|1|0|0|4|1|0
David Hamilton|17|12|2|0|4|2|4|2|4|0|0|2|0|0
Alejandro Kirk|18|16|2|1|2|1|0|2|2|0|0|1|0|0
Jose Ramirez|30|28|4|1|2|5|2|5|2|0|0|1|2|0
Jacob Wilson|25|25|5|0|1|2|0|5|0|0|0|2|3|0
Willson Contreras|26|20|3|0|1|1|0|6|5|1|0|3|0|0
Luisangel Acuna|17|15|3|0|3|0|2|1|1|1|0|3|0|0
Kyle Tucker|25|23|4|0|4|2|2|9|2|0|0|3|1|0
Tyler Freeman|1|1|1|0|0|1|0|0|0|0|0|1|0|0
Dylan Moore|1|0|0|0|1|0|0|0|1|0|0|0|0|0
Dalton Rushing|2|2|1|0|0|0|0|0|0|0|0|1|0|0
Andres Chaparro|7|6|2|0|1|0|0|2|1|0|0|1|1|0
Bryce Johnson|5|4|1|0|0|0|0|3|1|0|0|0|1|0
Carlos Cortes|5|4|1|0|0|0|0|1|1|0|0|0|1|0
Nick Loftin|5|4|1|0|2|0|0|0|1|0|0|0|1|0
Dane Myers|9|9|4|0|0|1|0|1|0|0|0|4|0|0
Ramon Urias|9|9|2|1|1|1|0|4|0|0|0|0|1|0
Kyle Farmer|3|2|1|0|0|1|0|0|0|0|1|1|0|0
Alec Burleson|27|22|6|1|3|5|1|2|4|0|1|4|1|0
Hunter Goodman|26|24|7|1|4|2|0|8|2|0|0|5|1|0
Jake Fraley|13|13|4|0|0|0|0|3|0|0|0|2|2|0
Nathaniel Lowe|4|4|1|0|0|1|0|0|0|0|0|0|1|0
Rafael Devers|30|27|7|1|2|1|0|7|3|0|0|5|1|0
Eugenio Suarez|24|23|5|2|3|6|0|10|1|0|0|3|0|0
Blaze Alexander|11|11|4|0|1|1|0|5|0|0|0|4|0|0
David Fry|7|7|2|0|0|0|0|4|0|0|0|1|1|0
Tim Tawa|7|7|2|0|0|0|0|1|0|0|0|1|1|0
Bryan Reynolds|28|27|6|2|5|4|0|10|1|0|0|4|0|0
CJ Abrams|23|21|5|1|3|6|0|4|1|1|0|4|0|0
Roman Anthony|25|22|5|1|2|2|0|11|3|0|0|4|0|0
Luis Torrens|6|6|2|0|0|1|0|2|0|0|0|2|0|0
George Springer|29|26|4|2|2|3|0|11|3|0|0|1|1|0
Victor Caratini|21|18|5|0|1|1|0|1|2|1|0|5|0|0
Trent Grisham|23|20|4|0|3|2|1|4|3|0|0|2|1|1
Samuel Basallo|21|19|4|1|3|1|0|6|2|0|0|3|0|0
Tyler O'Neill|17|14|2|1|4|3|0|4|2|1|0|1|0|0
Hunter Feduccia|5|4|1|0|1|0|0|3|1|0|0|1|0|0
Jared Young|10|9|2|0|1|1|0|2|1|0|0|1|1|0
Connor Norby|21|17|3|0|1|1|0|4|1|3|0|1|2|0
Marcelo Mayer|17|15|3|0|3|0|0|6|2|0|0|1|2|0
Max Muncy|23|22|4|1|4|2|1|10|1|0|0|1|2|0
Michael Harris II|29|29|7|1|3|5|0|5|0|0|0|5|1|0
Keibert Ruiz|12|11|2|1|2|3|0|2|0|0|1|1|0|0
James McCann|7|6|1|0|1|0|0|3|1|0|0|0|1|0
Salvador Perez|25|24|5|1|2|1|0|3|1|0|0|3|1|0
Brice Matthews|13|13|2|1|1|1|0|9|0|0|0|0|1|0
Gabriel Moreno|24|22|5|0|3|2|0|3|2|0|0|3|2|0
Matt McLain|27|21|4|0|2|1|0|8|5|1|0|3|1|0
Agustin Ramirez|20|16|3|0|2|0|1|4|4|0|0|2|1|0
Angel Martinez|19|15|3|0|2|0|1|5|1|2|0|2|1|0
Pedro Pages|15|15|3|1|2|2|0|4|0|0|0|2|0|0
Shohei Ohtani|26|18|3|0|2|0|0|5|7|1|0|3|0|0
Kyle Higashioka|9|8|2|0|2|1|0|2|1|0|0|2|0|0
Vinnie Pasquantino|25|20|4|0|2|4|0|4|3|1|1|3|1|0
Mookie Betts|25|22|3|1|4|5|0|4|2|1|0|1|1|0
Carson Benge|21|19|3|1|3|1|2|7|2|0|0|2|0|0
Logan O'Hoppe|19|17|4|0|1|2|0|5|1|1|0|4|0|0
Nasim Nunez|19|17|4|0|3|2|3|7|1|1|0|4|0|0
Jake Meyers|21|19|4|0|3|2|1|5|2|0|0|3|1|0
Kyle Karros|21|19|4|0|1|0|2|6|2|0|0|3|1|0
Riley Greene|27|25|5|0|4|4|0|6|2|0|0|3|2|0
Joey Bart|6|5|1|0|1|0|0|2|1|0|0|1|0|0
Luke Keaschall|26|23|5|0|0|3|0|3|2|0|1|4|1|0
Andy Ibanez|10|9|2|0|1|2|0|2|1|0|0|2|0|0
Parker Meadows|16|15|3|0|1|2|1|3|1|0|0|2|1|0
Jarren Duran|23|18|3|0|3|2|2|6|4|1|0|3|0|0
Henry Davis|17|14|2|0|1|2|0|4|2|1|0|1|1|0
Alec Bohm|26|21|2|1|2|4|0|1|4|1|0|1|0|0
Carson Kelly|19|16|3|0|2|3|0|4|3|0|0|3|0|0
Leo Rivas|25|23|4|0|2|1|0|9|2|0|0|3|0|1
Mitch Garver|4|2|0|0|0|0|0|0|2|0|0|0|0|0
Jeferson Quero|2|1|0|0|0|0|0|0|1|0|0|0|0|0
Andrew Vaughn|4|4|1|0|0|1|0|0|0|0|0|1|0|0
Travis d'Arnaud|6|6|1|0|1|0|0|3|0|0|0|0|1|0
Jake Rogers|6|6|1|0|1|1|0|2|0|0|0|0|1|0
Andruw Monasterio|6|6|1|0|0|0|0|2|0|0|0|0|1|0
Drew Millas|13|11|2|0|0|2|0|4|2|0|0|2|0|0
Nathan Lukes|11|10|2|0|2|1|0|2|1|0|0|2|0|0
Masyn Winn|27|25|4|0|2|1|1|5|2|0|0|2|2|0
Eli White|7|6|1|0|1|0|0|2|1|0|0|1|0|0
Cal Raleigh|28|25|4|0|0|4|1|15|3|0|0|3|1|0
Bryson Stott|16|15|3|0|0|1|1|3|1|0|0|3|0|0
Coby Mayo|20|17|2|0|2|1|1|7|3|0|0|1|1|0
Austin Wells|17|16|3|0|1|0|0|6|1|0|0|3|0|0
Gabriel Arias|20|19|2|1|1|1|0|9|1|0|0|1|0|0
Austin Wynns|5|5|1|0|0|0|0|0|0|0|0|1|0|0
Ryan Mountcastle|5|5|1|0|0|0|0|1|0|0|0|1|0|0
Jose Trevino|8|7|1|0|0|0|0|2|1|0|0|1|0|0
Thomas Saggese|8|7|1|0|1|0|0|3|1|0|0|1|0|0
Jazz Chisholm Jr.|24|23|4|0|1|1|2|9|0|1|0|4|0|0
Jonah Heim|8|5|0|0|1|0|0|2|3|0|0|0|0|0
Denzel Clarke|15|14|2|0|1|1|0|7|1|0|0|2|0|0
Derek Hill|3|2|0|0|0|0|0|1|1|0|0|0|0|0
Amed Rosario|7|6|1|0|0|1|0|1|0|0|1|1|0|0
Ryan Ritter|7|7|1|0|1|0|0|3|0|0|0|1|0|0
Adam Frazier|4|3|0|0|1|0|0|1|1|0|0|0|0|0
Isiah Kiner-Falefa|5|4|0|0|1|0|0|2|1|0|0|0|0|0
Curtis Mead|5|4|0|0|0|0|0|0|1|0|0|0|0|0
James Outman|5|4|0|0|0|0|1|1|1|0|0|0|0|0
Ty France|3|3|0|0|0|0|0|2|0|0|0|0|0|0
Jahmai Jones|2|2|0|0|0|0|0|0|0|0|0|0|0|0
Jerar Encarnacion|1|1|0|0|0|0|0|0|0|0|0|0|0|0
Nick Allen|2|2|0|0|1|0|0|1|0|0|0|0|0|0
Leo Jimenez|2|2|0|0|0|0|0|0|0|0|0|0|0|0
Tyler Tolbert|2|2|0|0|0|0|1|1|0|0|0|0|0|0
Dylan Beavers|14|14|4|1|3|3|0|3|0|0|0|2|1|0
Isaac Collins|19|15|3|1|3|2|0|5|3|1|0|1|1|0
Matt Wallner|26|23|4|2|4|2|0|9|3|0|0|2|0|0
Junior Caminero|27|21|5|0|2|0|0|6|6|0|0|5|0|0
Will Benson|12|11|2|0|0|1|0|4|1|0|0|1|0|1
Jung Hoo Lee|28|23|4|0|3|4|0|4|4|0|1|1|3|0
Jorge Polanco|28|23|4|0|2|1|0|3|5|0|0|2|2|0
Jorge Soler|32|27|4|1|4|5|0|14|5|0|0|2|1|0
Jo Adell|29|27|7|0|2|2|0|5|1|1|0|7|0|0
Gunnar Henderson|28|25|4|1|2|4|1|9|2|1|0|2|1|0
Ivan Herrera|27|22|4|0|0|4|0|3|4|0|1|2|2|0
Colson Montgomery|24|22|4|1|1|5|0|9|2|0|0|3|0|0
Jose Tena|11|11|3|0|2|2|0|4|0|0|0|3|0|0
Pavin Smith|8|6|1|0|1|1|0|2|2|0|0|1|0|0
Ketel Marte|30|26|4|1|3|2|0|4|4|0|0|3|0|0
Aaron Judge|25|24|3|2|2|3|0|11|1|0|0|1|0|0
Ronald Acuna Jr.|31|24|4|0|1|2|1|7|6|0|1|3|1|0
Austin Hays|19|19|3|1|1|3|0|9|0|0|0|1|1|0
Brett Baty|23|23|5|0|3|3|1|6|0|0|0|4|0|1
Jeremiah Jackson|16|15|4|0|0|3|0|6|0|0|1|4|0|0
Matt Shaw|16|15|4|0|1|3|1|1|0|0|1|4|0|0
Jonathan India|20|19|3|1|2|5|0|4|1|0|0|2|0|0
Harrison Bader|27|25|4|1|2|3|0|8|1|0|1|2|1|0
Byron Buxton|25|23|4|0|2|1|0|8|1|0|1|2|1|1
Jakob Marsee|26|22|3|0|3|2|1|7|3|0|1|1|1|1
Victor Robles|10|10|2|0|0|1|1|3|0|0|0|1|1|0
Jake Cronenworth|24|21|4|0|4|0|0|6|3|0|0|4|0|0
Trea Turner|28|26|5|0|5|0|1|5|2|0|0|4|1|0
Nick Castellanos|13|12|2|0|0|0|0|3|1|0|0|1|1|0
Carter Jensen|18|16|2|1|1|2|0|8|1|0|1|1|0|0
Heriberto Hernandez|18|14|2|0|2|1|0|3|4|0|0|2|0|0
Josh Smith|20|17|3|0|0|1|1|4|3|0|0|3|0|0
Teoscar Hernandez|21|21|5|0|1|1|0|8|0|0|0|5|0|0
Heliot Ramos|29|27|5|0|3|2|0|11|2|0|0|4|1|0
Josh Lowe|23|21|2|1|1|3|0|10|2|0|0|0|1|0
Jake Mangum|20|18|3|0|1|0|0|5|1|0|0|2|1|0
Masataka Yoshida|14|8|0|0|0|0|0|2|6|0|0|0|0|0
Alek Thomas|24|23|3|0|2|4|2|7|1|0|0|0|3|0
Marcus Semien|28|23|3|0|0|2|0|8|3|1|1|2|1|0
Dansby Swanson|23|17|2|0|2|3|0|6|5|0|1|2|0|0
Blake Perkins|10|9|1|0|1|1|0|1|1|0|0|0|1|0
Luis Rengifo|15|13|2|0|1|2|0|1|2|0|0|2|0|0
Jose Caballero|22|21|4|0|1|1|1|6|1|0|0|4|0|0
Daulton Varsho|20|18|3|0|2|1|0|3|2|0|0|3|0|0
Carson Williams|21|19|3|0|4|3|0|6|1|0|0|2|1|0
Jeremy Pena|15|15|3|0|2|0|1|3|0|0|0|3|0|0
Miguel Andujar|13|12|2|0|0|2|0|3|1|0|0|2|0|0
Brett Sullivan|8|7|1|0|0|0|0|2|1|0|0|1|0|0
Nolan Arenado|21|21|4|0|1|0|0|6|0|0|0|4|0|0
Bo Naylor|20|19|3|0|0|0|0|6|1|0|0|3|0|0
Yainer Diaz|21|19|3|0|1|3|0|5|1|0|1|3|0|0
Edmundo Sosa|9|8|1|0|1|2|0|2|1|0|0|1|0|0
Javier Baez|15|14|2|0|1|1|0|5|1|0|0|2|0|0
Edouard Julien|9|9|1|0|0|0|0|5|0|0|0|0|1|0
Patrick Bailey|20|18|2|0|1|1|0|6|2|0|0|2|0|0
Nick Kurtz|21|17|1|0|3|0|1|11|4|0|0|1|0|0
Julio Rodriguez|30|26|2|0|2|1|0|10|4|0|0|2|0|0
Zach McKinstry|8|8|1|0|0|0|0|3|0|0|0|1|0|0
Matt Vierling|8|8|1|0|0|0|0|2|0|0|0|1|0|0
Ke'Bryan Hayes|17|15|1|0|1|0|0|0|2|0|0|1|0|0
Lawrence Butler|13|12|1|0|1|0|0|2|1|0|0|1|0|0
Freddy Fermin|15|14|1|0|1|0|0|4|1|0|0|1|0|0
Noelvi Marte|10|8|0|0|1|0|0|5|2|0|0|0|0|0
Michael Conforto|7|6|0|0|0|0|0|5|1|0|0|0|0|0
Ryan Vilade|8|7|0|0|0|0|0|4|1|0|0|0|0|0
Addison Barger|16|13|0|0|0|2|0|6|2|0|1|0|0|0
Starling Marte|3|3|0|0|0|0|0|1|0|0|0|0|0|0
Randal Grichuk|2|2|0|0|0|0|0|0|0|0|0|0|0|0
Tyrone Taylor|5|5|0|0|0|0|0|1|0|0|0|0|0|0
Reese McGuire|7|7|0|0|0|0|0|3|0|0|0|0|0|0
Austin Slater|7|6|0|0|0|1|0|3|0|0|1|0|0|0
Santiago Espinal|2|2|0|0|0|0|0|1|0|0|0|0|0|0
J.C. Escarra|4|4|0|0|0|0|0|1|0|0|0|0|0|0
Luis Campusano|5|5|0|0|0|0|0|3|0|0|0|0|0|0
Darell Hernaiz|6|6|0|0|0|0|0|2|0|0|0|0|0|0
Bryce Teodosio|4|4|0|0|0|0|0|2|0|0|0|0|0|0
Ryan Bliss|2|2|0|0|0|0|0|2|0|0|0|0|0|0
Gavin Sheets|18|17|3|0|2|1|0|6|1|0|0|1|2|0
Jared Triolo|23|20|3|0|1|0|0|4|2|1|0|2|1|0
Otto Kemp|7|6|1|0|0|0|0|3|0|1|0|1|0|0
Brenton Doyle|22|20|3|0|3|0|1|5|2|0|0|2|1|0
Tyler Soderstrom|24|23|4|0|0|1|0|8|1|0|0|3|1|0
Moises Ballesteros|20|18|3|0|1|2|0|6|2|0|0|3|0|0
Willi Castro|25|23|3|0|4|2|0|8|2|0|0|1|2|0
Trevor Story|29|29|4|1|1|2|0|13|0|0|0|2|1|0
Jordan Beck|18|16|2|0|1|4|1|4|2|0|0|1|1|0
Xander Bogaerts|25|24|4|0|0|3|0|2|1|0|0|3|1|0
Brooks Lee|14|13|2|0|1|1|0|5|1|0|0|2|0|0
Wyatt Langford|28|28|4|0|2|1|0|7|0|0|0|3|0|1
TJ Friedl|27|22|2|0|2|0|1|8|5|0|0|2|0|0
Nathan Church|18|18|3|0|2|2|0|6|0|0|0|3|0|0
Spencer Horwitz|16|15|2|0|1|1|0|6|1|0|0|2|0|0
Jeff McNeil|14|13|1|0|1|0|1|6|1|0|0|1|0|0
Lane Thomas|14|13|1|0|0|0|0|5|1|0|0|1|0|0
Tyler Stephenson|14|13|1|0|0|0|0|3|1|0|0|1|0|0
Edgar Quero|15|13|1|0|1|0|0|4|1|0|0|1|0|0
Richie Palacios|10|8|0|0|1|0|0|1|1|1|0|0|0|0
Joc Pederson|11|8|0|0|0|1|0|3|2|0|1|0|0|0
Rob Refsnyder|8|8|0|0|0|0|0|3|0|0|0|0|0|0
Lenyn Sosa|11|11|0|0|0|0|0|4|0|0|0|0|0|0
Luis Garcia Jr.|20|20|5|0|2|3|0|2|0|0|0|4|1|0
Ben Williamson|20|20|5|0|4|1|0|5|0|0|0|5|0|0
James Wood|30|27|3|1|3|3|0|12|3|0|0|0|2|0
Andrew Benintendi|16|15|3|0|0|1|0|8|1|0|0|3|0|0
Spencer Torkelson|22|20|3|0|2|3|0|8|2|0|0|2|1|0
Jeimer Candelario|8|8|1|0|1|0|0|5|0|0|0|0|1|0
Brent Rooker|24|24|4|0|0|1|0|12|0|0|0|4|0|0
Jake McCarthy|19|18|2|0|1|1|4|4|0|1|0|1|1|0
Kerry Carpenter|25|22|2|0|1|1|0|12|3|0|0|2|0|0
Kyle Manzardo|27|24|2|0|1|1|0|11|2|1|0|2|0|0
Ryan McMahon|17|15|1|0|1|2|0|7|2|0|0|1|0|0
C.J. Kayfus|13|10|0|0|1|0|0|6|2|1|0|0|0|0
Marcell Ozuna|23|20|1|0|1|0|0|4|3|0|0|1|0|0
