name|pa|ab|h|hr|r|rbi|sb|so|bb|hbp|sf|x1b|x2b|x3b
Brent Rooker|33|30|4|0|2|1|0|14|3|0|0|4|0|0
TJ Friedl|32|26|2|0|2|0|1|9|6|0|0|2|0|0
Cedric Mullins|32|30|4|0|2|3|2|10|0|1|1|3|1|0
Josh Jung|29|28|4|0|1|1|0|8|1|0|0|4|0|0
Xander Bogaerts|33|32|4|0|0|3|0|3|1|0|0|3|1|0
Ryan McMahon|25|20|1|0|2|2|0|10|5|0|0|1|0|0
Jake McCarthy|22|21|2|0|1|1|4|5|0|1|0|1|1|0
Kyle Manzardo|31|27|2|0|1|1|0|12|3|1|0|2|0|0
C.J. Kayfus|13|10|0|0|1|0|0|6|2|1|0|0|0|0
Caleb Durbin|26|25|2|0|0|1|0|6|1|0|0|2|0|0
Joc Pederson|17|14|0|0|0|1|0|3|2|0|1|0|0|0
James Wood|40|36|4|1|4|3|0|16|4|0|0|0|3|0
Spencer Torkelson|30|28|4|0|3|3|0|11|2|0|0|3|1|0
Trevor Story|37|37|4|1|1|2|0|15|0|0|0|2|1|0
Josh Naylor|39|35|4|0|0|2|0|5|4|0|0|4|0|0
Marcell Ozuna|31|27|2|0|1|0|0|8|4|0|0|2|0|0
Carlos Santana|25|23|1|0|1|0|0|8|2|0|0|0|1|0
